"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"21","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Jim Lee","Excellent product, great price.Yes, you can buy better, but not for this price.","Verified Purchase","Reviewed in the United States on 18 December 2019","4.5 out of 5 stars"
"22","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","William","these shirts are good quality for the money and comfortable","Verified Purchase","Reviewed in the United States on 10 May 2020","5.0 out of 5 stars"
"23","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","RD2Oz","These are absolutely the most awful T-shirts I have ever owned. They bulge, wrinkle terribly even while wearing it, and you simply cannot keep the wrinkles gone. Even with an iron. I also didn't receive the shirts until weeks after tracking said they had been delivered. The seller was of ZERO help and quite rude and insulting. Pass this seller up. You will be thankful you did.","Verified Purchase","Reviewed in the United States on 21 August 2021","5.0 out of 5 stars"
"24","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","damion morales","Bright Red color great buy","Verified Purchase","Reviewed in the United States on 4 May 2020","1.0 out of 5 stars"
"25","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Ken Stoos","Good fit good price.","Verified Purchase","Reviewed in the United States on 25 February 2020","5.0 out of 5 stars"
"26","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Michael Peacock","Great quality and hold up well after washing.","Verified Purchase","Reviewed in the United States on 24 June 2019","5.0 out of 5 stars"
"27","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","jim mendoza","fit wellgood valuefast shipping","Verified Purchase","Reviewed in the United States on 29 July 2019","5.0 out of 5 stars"
"28","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Ellen Devlin","As described","Verified Purchase","Reviewed in the United States on 21 March 2020","5.0 out of 5 stars"
"29","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","heather","good product, fast shipping, A++++","Verified Purchase","Reviewed in the United States on 3 May 2019","5.0 out of 5 stars"
"30","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Keria","Works well with htv","Verified Purchase","Reviewed in the United States on 19 July 2019","5.0 out of 5 stars"
"31","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Elizabeth","Good","Verified Purchase","Reviewed in the United States on 15 December 2019","4.5 out of 5 stars"
"32","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Amazon Customer","Very comfortable","Verified Purchase","Reviewed in the United States on 5 August 2019","5.0 out of 5 stars"
"33","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Markasha Hall","Very poor quality. Both shirts had holes in them. Wouldn't purchase again or recommend to anyone else.","Verified Purchase","Reviewed in the United States on 20 October 2019","5.0 out of 5 stars"
"34","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Doug Smith","Supposed to be pre shrunk but they shrunk after one wash","Verified Purchase","Reviewed in the United States on 20 July 2019","1.0 out of 5 stars"
"35","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack","Tiffany","Hole in the shirt","Verified Purchase","Reviewed in the United States on 18 October 2019","1.0 out of 5 stars"
"36","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,"1.0 out of 5 stars"
"37","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"38","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"39","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"40","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"41","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,"4.5 out of 5 stars"
"42","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"43","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"44","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"45","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"46","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"47","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"48","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"49","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
"50","T-shirt","Gildan Men's Heavy Cotton Short Sleeve T-Shirt, 2-Pack",NA,NA,NA,NA,NA
