"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"13","T-shirt","Carhartt","Stefano","Ottimo cotone,colori fedeli alla descrizione.Meglio una taglia in meno.Io porto solitamente una  L , la M è  perfetta.","Verified Purchase","Reviewed in Italy on 2 June 2023","4.0 out of 5 stars"
"14","T-shirt","Carhartt","Alex","Amazing quality for the price. Love the brand and the relaxed fit","Verified Purchase","Reviewed in Canada on 9 December 2023","5.0 out of 5 stars"
"15","T-shirt","Carhartt","idlegamer82","Have been buying Duluth Trading Company shirts for more money and finally decided to give these a try for a cheaper price. Would recommend and very happy with the purchase. They run a little large, nice weight and feel sturdy enough for hard labor. Not recommended for hot weather.","Verified Purchase","Reviewed in the United States on 24 December 2023","5.0 out of 5 stars"
"16","T-shirt","Carhartt","Timo Petersen","Mir schmeichelt vor allem die angegebene Größe. Trage immer XXL, hier reichte XL und selbst die fällt noch groß aus.Schöner fester, dicker Stoff und angenehmer Tragekomfort.","Verified Purchase","Reviewed in Germany on 20 January 2024","4.0 out of 5 stars"
"17","T-shirt","Carhartt","M","Great quality T.Huge fit though especially on the arms.Perhaps go a size down depending on the type of fit you like","Verified Purchase","Reviewed in the United Kingdom on 15 September 2023","5.0 out of 5 stars"
"18","T-shirt","Carhartt","Luis David Pérez alvarez","Excelente camiseta, tela fina y gruesa, normalmente pido una talla mas grande pues me siento muy cómodo con ropa un poco mas holgada, mi talla normal es "" M"".... y siempre pido "" G "".Pero aquí les explican al cliente sobre esta playera, que hay que pedir una talla menos, y yo pedí mi talla "" M"" y aun así me quedó holgada, pero a mi gusto.","Verified Purchase","Reviewed in Mexico on 15 May 2021","4.0 out of 5 stars"
"19","T-shirt","Carhartt","Canadian95","Carhartt work tees are the way to go. Great fit and comfortable at work. Durable and feel premium. I’m 6’0 180lbs for reference. I recommend the medium, as I buy all my Carhartt a size down. The quality is definitely worth it, and the pocket comes in handy.Note: the medium black pocket tee (at least for the medium) is the Loose Fit and not the Relaxed Fit.","Verified Purchase","Reviewed in Canada on 3 July 2023","5.0 out of 5 stars"
"20","T-shirt","Carhartt","JC","La camiseta es buena, tiene un gramaje alto y estiliza bastante. El problema es que es demasiado grande, diría que es una talla más grande de lo que pone.","Verified Purchase","Reviewed in Spain on 4 January 2024","5.0 out of 5 stars"
"21","T-shirt","Carhartt","@Jorgedalca","Quienes conocen la marca saben que la garantía es total!","Verified Purchase","Reviewed in Mexico on 17 June 2022","4.5 out of 5 stars"
"22","T-shirt","Carhartt","Diane blake","Great for the price , like most carnhart it is made a lil big ,  I bought one of every color","Verified Purchase","Reviewed in the United States on 5 February 2024","5.0 out of 5 stars"
"23","T-shirt","Carhartt","Jeremy","Bought three of those in different color(Black, Grey, Navy) they’re very nice but they fit really big consider buying a size down if you like a kinda oversized fit and two sizes down for a normal fit.","Verified Purchase","Reviewed in Canada on 21 September 2023","5.0 out of 5 stars"
"24","T-shirt","Carhartt","roberto","Buona maglietta per lavorare taglio abbondante relaxed fit io prendo sempre una taglia in meno,perfetta","Verified Purchase","Reviewed in Italy on 18 March 2021","5.0 out of 5 stars"
"25","T-shirt","Carhartt","Andrea T.","Un producto de excelente calidad, mi armario esta llena de ellas, las uso a diario como vestimenta casual, quizá un poco largas de las mangas, pero las doblo y queda bien.","Verified Purchase","Reviewed in Mexico on 4 May 2021","5.0 out of 5 stars"
"26","T-shirt","Carhartt","Tomás Ovejero","Buena calidad pero talla gigante","Verified Purchase","Reviewed in Spain on 30 June 2023","5.0 out of 5 stars"
"27","T-shirt","Carhartt","Amazon Customer","The medium shirt I ordered fits as a large, people claiming it is true to size are crazy, I've never had a medium shirt fit like this. The length of the shirt is way too long, the sleeves almost go past my elbow and for a fit that they claim  is ""a closer fit to the body built for work"" it is quite baggy. Maybe they are designed for big boned people (the brand is American so makes sense).","Verified Purchase","Reviewed in the United Kingdom on 8 May 2022","3.0 out of 5 stars"
"28","T-shirt","Carhartt","Jared","I expected it to fit a little less oversized, however it still looks and feels nice.","Verified Purchase","Reviewed in the United States on 27 February 2024","3.0 out of 5 stars"
"29","T-shirt","Carhartt","Ernesto O.","Ligera y la tela de excelente calidad, muy buena opcion para el trabajo.","Verified Purchase","Reviewed in Mexico on 26 December 2021","5.0 out of 5 stars"
"30","T-shirt","Carhartt","kate","This product is as expected. Sizing looks correct and quality is good.My only issue is the packaging this was delivered in. I brought this as a Christmas gift for my husband. As with 99% of items brought from amazon items are delivered in cardboard packaging. This item was delivered in a see through plastic bag, and my husband was the one who got delivered it. So his Christmas present is no longer a surprise.Just something to think about if you are buying this for a gift and that person lives at the same address as you.Otherwise great product.","Verified Purchase","Reviewed in the United Kingdom on 20 December 2022","5.0 out of 5 stars"
"31","T-shirt","Carhartt","lamia gaoua","Bon tissu et très bonne taille.","Verified Purchase","Reviewed in France on 8 November 2023","4.5 out of 5 stars"
"32","T-shirt","Carhartt","Valentina","Ordinata e arrivata in brevissimo tempo, meno di 24 h.Confezione perfetta, loghi ed etichette perfette e qualità top caratteristica Carhartt.Occhio solo alle taglie, ho dovuto rendere la maglia perché troppo grande.Solitamente indosso una L (172 cm x 82 kg ho un po di pancia) Sapendo della vestibilità abbondante del marchio l'ho presa M ma ho dovuto ulteriormente cambiarla con una S perché ancora troppo ""comoda"".Comprerò sicuramente ancora Carhartt facendo solo attenzione da subito alla taglia.Ne consiglio due in meno.Per ora 3 stelle, vedremo quando arriva la maglia nuova.","Verified Purchase","Reviewed in Italy on 6 May 2022","5.0 out of 5 stars"
"33","T-shirt","Carhartt","ignacio muñoz","Me gusto la polera, soy talla M en la mayoría de marcas , pero en el caso de CARHARTT debo empezar a comprar talla S, es cierto cuando dicen que hacen ropa para gente grande. Mido 1.83 de contextura delgada y la talla M me quedo grande.","Verified Purchase","Reviewed in Mexico on 23 March 2021","3.0 out of 5 stars"
"34","T-shirt","Carhartt","Lucía","La compré para un regalo y la verdad que el tejido y la calidad es bueno, eso sí es anchita pero aún así le gustó mucho.","Verified Purchase","Reviewed in Spain on 29 January 2024","4.0 out of 5 stars"
"35","T-shirt","Carhartt","karsten Michallek","Die T-Shirts sind der Hammer, allerdings darauf achten mit 60% Baumwolle wählen, diese sind von Form und was Thema zusammen legen  nach dem waschen angeht spitze.Die mit 100% eher verzogen und schnell außer Form.","Verified Purchase","Reviewed in Germany on 17 February 2024","5.0 out of 5 stars"
"36","T-shirt","Carhartt","Renegade","People don’t realize how great these are!","Verified Purchase","Reviewed in the United States on 27 February 2024","5.0 out of 5 stars"
"37","T-shirt","Carhartt","Catalão","Taille bien et bonne qualité","Verified Purchase","Reviewed in France on 1 February 2024","5.0 out of 5 stars"
"38","T-shirt","Carhartt","Paul","Bang for your buck, Quality as always !!!!","Verified Purchase","Reviewed in the United States on 29 January 2024","5.0 out of 5 stars"
"39","T-shirt","Carhartt","Cliente Amazon1","L’ho regalata ad un mio amico ed è stato molto contento, ottima vestibilità e materiale","Verified Purchase","Reviewed in Italy on 28 February 2024","5.0 out of 5 stars"
"40","T-shirt","Carhartt","Sarah L Carrasco","My grandson loved them","Verified Purchase","Reviewed in the United States on 26 January 2024","5.0 out of 5 stars"
"41","T-shirt","Carhartt","Teresa Kartmann","Schönes Shirt aber fällt sehr groß aus!","Verified Purchase","Reviewed in Germany on 6 February 2024","4.5 out of 5 stars"
"42","T-shirt","Carhartt","Amazon Customer","Good quality","Verified Purchase","Reviewed in the United States on 26 January 2024","4.0 out of 5 stars"
"43","T-shirt","Carhartt","Kristin Martin","This tshirt came the very next day after we ordered them. The material is thick and so well made. My husband is very happy with this purchase.","Verified Purchase","Reviewed in the United States on 7 January 2024","5.0 out of 5 stars"
"44","T-shirt","Carhartt","nickyrowe","Nothing wrong with the item and delivery on time but not impressed it arrived in clear packaging that, not only wouldn’t have been enough to protect it in bad weather but, the item was for my partner for Christmas who saw exactly what it was when it came through the letterbox!","Verified Purchase","Reviewed in the United Kingdom on 5 December 2023","5.0 out of 5 stars"
"45","T-shirt","Carhartt","Bernardo","Acho o tecido um pouco grosso de mais e o tamanho também é grande. Aconselho a pedirem o tamanho a baixo.","Verified Purchase","Reviewed in Spain on 17 January 2024","4.0 out of 5 stars"
"46","T-shirt","Carhartt","Jérémy C","T shirt de la gamme Works.Pour ceux qui ne sont pas habitués, la gamme Works taille grand et le grammage du coton est très importantJe mets habituellement du Xl et j'ai prit du M.","Verified Purchase","Reviewed in France on 30 October 2023","4.0 out of 5 stars"
"47","T-shirt","Carhartt","Mike","My 23-year-old son loves these shirts and they seem durable so far.","Verified Purchase","Reviewed in the United States on 19 December 2023","4.0 out of 5 stars"
"48","T-shirt","Carhartt","Francesco","Molto easy e sportiva","Verified Purchase","Reviewed in Italy on 17 February 2024","4.0 out of 5 stars"
"49","T-shirt","Carhartt","wendiwoo","Oversize Carhartt Shirt = spot on 5⭐️⭐️⭐️⭐️⭐️","Verified Purchase","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"50","T-shirt","Carhartt","James Litchfield","Thick material and a nice relaxed fit. Ideal if, like me, you’re inbetween sizes.","Verified Purchase","Reviewed in the United Kingdom on 16 January 2024","5.0 out of 5 stars"
