"","category","name","reviewer","reviews","verified","date.of.review","ratings"
"11","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","gaolmao","I like the mouse overall, it feels comfortable to use, and the adjustability of the Razer software is also a bonus. However, there's an annoying scroll wheel issue, where dust constantly finds its way into the scroll wheel, leading to it scrolling upwards when I'm going downwards and vice-versa. It seems built into the design, as others complain about the same problem. The only way to fix it temporarily is to blow air into it. It gets clogged up quite often and needs to have the dust removed every 2-3 days on average.","Verified Purchase","Reviewed in Australia on 25 May 2022","4.5 out of 5 stars"
"12","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","PepsiMaxDrinker","The media could not be loaded.
                
            
                
            
        
    
    
It’s a small mouse with 2 side buttons it’s got RGB on the Razer logo and a under glow on the bottom of the mouse to display more RGB definitely get the Razer synapse to customise the look of the mouse. Also it has really nice clicking sounds but can be a little loud still a good pickup to anyone looking for a budget Razer mouse But if you have large hands and like to palm your mouse then you should pick up a normal sized viper.","Verified Purchase","Reviewed in Australia on 16 September 2022","5.0 out of 5 stars"
"13","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","D R","The comfort of this mouse was extremely suitable for me as I have small-medium hands. The weight of this mouse was just perfect!The only reason I am rating this as 3 stars is mostly because it keeps disconnecting to my PS4 slim every time I plug it in ( I think there is something wrong with my PS4 USB port that doesn’t support the razer viper mini), which is unfortunate. The thing is it’s only the razer viper mini’s USB plug that keeps disconnecting and not my keyboard plug, and my old mouse plug it’s pretty weird haha. Oh well.But it does work perfectly fine for windows since there is no issues as I tested with my Laptop.","Verified Purchase","Reviewed in Australia on 28 April 2023","3.0 out of 5 stars"
"14","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Karanjot","This mouse is nice, its light and easy to use. Only issue i have is its quite glitchy which I wouldnt have expected from a mouse made light and intended for gamers. I havent figured out whether this is the mouse itself or the connection to my computer or something but i cant say i had this issue with my previous mouse that was also wired.. a shame if its the mouse as its quite frustrating. BUT mouse is nice and light for sure and looks great","Verified Purchase","Reviewed in Australia on 28 June 2022","3.0 out of 5 stars"
"15","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","John Ceballos","My son had issues with the synapse loading every time laptop was used but has now been resolved. Nice and lightweight and easy to use.","Verified Purchase","Reviewed in Australia on 31 December 2022","4.0 out of 5 stars"
"16","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Darcie Major","Amazing mouse and super compatible with my system. I have medium to small hands, so this suits me very well and the customisation options on the drivers make the device very very compatible with whatever I am doing. Changing to custom sens, lighting, refresh rate of info (the 1000hertz thingy), and changing mouse button assignments. LOVE the mouse and am thinking of getting a razor mousepad, since the mouse can be calibrated with the mouse pad which is super exciting.Great mouse for games like Valorant, since you don't have ANY spinning out. Plus the control on this thing is amazing. Thank you razor and amazon for bringing this to me","Verified Purchase","Reviewed in Australia on 14 February 2023","3.0 out of 5 stars"
"17","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Boymamma","Has great buttons, very light, the scroll wheel is solid, clicking feels quick and responsive, sensor is good, the cable is very springy and won't need a mouse bungee. Razer Synapse doesn't work properly though, and I wish the pads were a little bit more slippery.For the price, you won't find a better deal","Verified Purchase","Reviewed in Australia on 28 January 2023","3.0 out of 5 stars"
"18","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","ali","60 grams or something use it if u are blessed with small hands.","Verified Purchase","Reviewed in Australia on 28 April 2022","4.0 out of 5 stars"
"19","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Tom","This device has a specific problem where it will detect a ""scroll down"" when you are scrolling up.  I've had mine replaced multiple times by Razer, and the issue persists even on their replacement models.  You can google this issue and find it pretty frequently.","Verified Purchase","Reviewed in Australia on 21 January 2022","5.0 out of 5 stars"
"20","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Normal Student Guy","Bought 2 as I love it so much. Great mouse sturdy lightweight super sensitive. Usually I am lucky if a mouse lasts me more than 3 months before something breaks or becomes loose. This mouse just so good. The last one I had before buying 2 more lasted me more than 2 years.","Verified Purchase","Reviewed in Australia on 10 November 2022","4.0 out of 5 stars"
"21","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","gaolmao","Love this mouse. Super light and good built quality.","Verified Purchase","Reviewed in Australia on 25 May 2022","4.5 out of 5 stars"
"22","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","PepsiMaxDrinker","amazing for all games. trust in the reviews and get it. only complaint is the software. clunky, annoying to use, and a pain to install.","Verified Purchase","Reviewed in Australia on 16 September 2022","5.0 out of 5 stars"
"23","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","TheBigRun YT","Very nice mouse, feels confy, light weight, buttons are snappy. My only issue is with the scroll wheel, it's very easy to accidently trigger the wheel button click.","Verified Purchase","Reviewed in Australia on 6 April 2023","3.0 out of 5 stars"
"24","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Amazon Customer","No complaints. My son likes his mouse.","Verified Purchase","Reviewed in Australia on 9 January 2023","5.0 out of 5 stars"
"25","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Mick","Fantastic mouse. Extremely lightweight. There's absolutely no lag. Very comfortable. Ambidextrous. Perfectly fits my small hand. Mouse feet is fantastic for a smooth glide.Only downside is the price. It's extremely pricey. And it doesn't have free scroll wheel.But after you start using it, it's hard to use another mouse, at least I keep going back to this mouse.","Verified Purchase","Reviewed in Australia on 8 February 2022","5.0 out of 5 stars"
"26","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Samantha W.","This is the best mouse to me.","Verified Purchase","Reviewed in Australia on 7 April 2023","4.0 out of 5 stars"
"27","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Aneed Hasan","size is good and fits the hand well, however the mouse wheel sticks and sometimes scrolls in the wrong direction when executing multiple rolls.","Verified Purchase","Reviewed in Australia on 28 December 2021","5.0 out of 5 stars"
"28","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","zhixin","Everytime time i scroll down it flicks up. I've tried everything to fix but it still doesn't work properly. Overall it's a great mouse mouse but the only thing that annoys me is the scroll wheel.","Verified Purchase","Reviewed in Australia on 14 March 2023","5.0 out of 5 stars"
"29","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Amazon Customer","Love it","Verified Purchase","Reviewed in Australia on 13 October 2022","5.0 out of 5 stars"
"30","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Sus","This mouse had a great shape, cable, weight, clicks and made me switched off from the GPX superlight until the scroll wheel started to double scroll on me. When I scroll down sometimes it registers and up scroll and vice versa. I had this mouse for a few months and tried to get customer support from razer but apparently ""Your product is no longer covered by Razer's Limited Warranty"". I recommend people to look into other budget mouse options and avoid the razer viper mini. I've had bad experiences with razer in the past and it looks like I'm not going to buy another one of their products ever again.","Verified Purchase","Reviewed in Australia on 21 August 2022","3.0 out of 5 stars"
"31","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","gaolmao","Exactly what I wanted.","Verified Purchase","Reviewed in Australia on 25 May 2022","4.5 out of 5 stars"
"32","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","PepsiMaxDrinker","price down that time!!! lucky me also this series can change colour with their programs","Verified Purchase","Reviewed in Australia on 16 September 2022","5.0 out of 5 stars"
"33","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Tegan","Quick and elegant","Verified Purchase","Reviewed in Australia on 18 March 2023","3.0 out of 5 stars"
"34","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Nitis t.","This mouse is amazing I was so bad before I got this","Verified Purchase","Reviewed in Australia on 6 January 2023","5.0 out of 5 stars"
"35","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Herbert Leung","This gaming mouse is perfect for me as a girl with tiny hands. Also light as well which is very nice for my wrist","Verified Purchase","Reviewed in Australia on 21 March 2023","5.0 out of 5 stars"
"36","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Ronald","Works well and is good for someone who uses a more finger based grip and doesn’t like the mouse in the palm of their hand.","Verified Purchase","Reviewed in Australia on 4 December 2021","5.0 out of 5 stars"
"37","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Helen Li","My first wireless mouse, it works great! I enjoy using it. There doesn't seem to be any problems for me. Fits in my medium sized hand comfortably.","Verified Purchase","Reviewed in Australia on 27 August 2022","4.0 out of 5 stars"
"38","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","ManyInterests","100% recommend for claw grip styles and small hands! This product is excellent for gaming.","Verified Purchase","Reviewed in Australia on 15 August 2022","5.0 out of 5 stars"
"39","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Tim Lai","Very good product, very light and compact and has plenty of space in my mouse pad. I wish it has rgb between the little empty space but no big deal. Overall product is good and 100% recommended.","Verified Purchase","Reviewed in Australia on 15 March 2021","5.0 out of 5 stars"
"40","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Ethan","Great mouse for gaming.  No problems so far.","Verified Purchase","Reviewed in Australia on 2 September 2022","4.0 out of 5 stars"
"41","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","gaolmao","Quality product and good value for money.","Verified Purchase","Reviewed in Australia on 25 May 2022","4.5 out of 5 stars"
"42","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","PepsiMaxDrinker","This was a great mouse at first. A little small but bearable if you have small hands like myself. However after standard and gentle usage the middle click became unresponsive after only 6 months of use. This is very important for online usage, graphic design, gaming etc. and has hindered my productivity a lot. I now have to remind this key to something else for the meantime.","Verified Purchase","Reviewed in Australia on 16 September 2022","5.0 out of 5 stars"
"43","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Shane","So excited, not only did the mouse and keyboard come early but they are so beautiful. I'm so happy companies are targeting products towards feminine gamers 😍 this mouse is perfect for smaller hands too","Verified Purchase","Reviewed in Australia on 13 October 2022","3.0 out of 5 stars"
"44","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Lucas Williams","this mouse very good for its price it can be wirless and the rgb is very good, when it came to my house it was packedged very well","Verified Purchase","Reviewed in Australia on 13 December 2022","5.0 out of 5 stars"
"45","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","christine","Nice","Verified Purchase","Reviewed in Australia on 14 October 2021","1.0 out of 5 stars"
"46","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","christine","It's actually a good mouse, light compact and smooth, great when it was working. Although I would expect a mouse to last for over a year, my one died after light usage within 6 months. I am contacting Razer for RMA, but I doubt they will help the Australian market with issues. Disappointing.","Verified Purchase","Reviewed in Australia on 8 September 2020","5.0 out of 5 stars"
"47","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Dan","This mouse was cheaper than the mousepad I bought with it. It is a great cheap mouse with amazing build quality and switches. It glides across my mousepad effortlessly.","Verified Purchase","Reviewed in Australia on 8 July 2021","5.0 out of 5 stars"
"48","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Mark w","My son tells me this is awesome as he can perform school work quicker...and can now game quicker as well.  Who would have thought...pew pew pew!","Verified Purchase","Reviewed in Australia on 12 December 2022","4.0 out of 5 stars"
"49","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Samnang Charles Eath","would be nice if there were rubber grips for more comfortable extended use.","Verified Purchase","Reviewed in Australia on 22 August 2021","4.0 out of 5 stars"
"50","Mouse","Razer Viper Ultimate Lightweight Wireless Gaming Mouse & RGB Charging Dock: Hyperspeed Wireless Technology - 20K DPI Optical Sensor - 78g - Optical Mouse Switch - 70 Hr Battery - Quartz Pink","Callum","Mouse was very good, fairly lightweight and overall a good product","Verified Purchase","Reviewed in Australia on 8 September 2021","1.0 out of 5 stars"
